SNo,District Code,Block Code,FTO No.,Financial Institution,Signatory Date,No of Transaction,Amount(In Rs.),No of Transaction Processed,Amount(In Rs.),No of Transaction Rejected,Amount(In Rs.),Total Processed Amount(In Rs.),No of Invalid Account
251,212,212002,AP0212002_120422APB_FTO_11847,Bank,12-04-2022,1,357000,431,344909,14,12091,344909,0
252,212,212021,AP0212021_120422APB_FTO_11855,Bank,12-04-2022,1,153421,113,150663,2,2758,150663,0
253,212,212015,AP0212015_120422FTO_11879,Bank,12-04-2022,1,97865,103,97703,1,162,97703,0
254,212,212015,AP0212015_120422APB_FTO_11949,Bank,12-04-2022,1,112753,96,106810,5,5943,106810,0
255,212,212016,AP0212016_120422FTO_11954,Bank,12-04-2022,1,52025,44,52025,0,0,52025,0
256,212,212015,AP0212015_120422APB_FTO_11970,Bank,12-04-2022,1,82499,90,81582,1,917,81582,0
257,212,212016,AP0212016_120422APB_FTO_11983,Bank,12-04-2022,1,314065,306,304457,9,9608,304457,0
258,212,212015,AP0212015_120422APB_FTO_11985,Bank,12-04-2022,1,152355,137,152355,0,0,152355,0
259,212,212028,AP0212028_120422FTO_11993,Bank,12-04-2022,1,3956,4,3956,0,0,3956,0
260,212,212015,AP0212015_120422APB_FTO_11998,Bank,12-04-2022,1,187918,170,185158,3,2760,185158,0
261,212,212028,AP0212028_120422APB_FTO_12007,Bank,12-04-2022,1,42954,48,42954,0,0,42954,0
262,212,212015,AP0212015_120422APB_FTO_12007,Bank,12-04-2022,1,76521,137,75505,2,1016,75505,0
263,212,212003,AP0212003_120422FTO_12013,Bank,12-04-2022,1,121208,138,117663,4,3545,117663,0
264,212,212005,AP0212005_120422FTO_12035,Bank,12-04-2022,1,24307,32,24307,0,0,24307,0
265,212,212003,AP0212003_120422APB_FTO_12041,Bank,12-04-2022,1,673857,775,655522,21,18335,655522,0
266,212,212005,AP0212005_120422APB_FTO_12057,Bank,12-04-2022,1,199722,295,196070,4,3652,196070,0
267,212,212028,AP0212028_120422APB_FTO_12066,Bank,12-04-2022,1,3084,2,3084,0,0,3084,0
268,212,212003,AP0212003_120422APB_FTO_12098,Bank,13-04-2022,1,2679,9,2679,0,0,2679,0
269,212,212026,AP0212026_120422FTO_12166,Bank,12-04-2022,1,30819,35,30819,0,0,30819,0
270,212,212026,AP0212026_120422FTO_12170,Bank,12-04-2022,1,3690,3,3690,0,0,3690,0
271,212,212018,AP0212018_120422FTO_12188,Bank,12-04-2022,1,11645,18,11645,0,0,11645,0
272,212,212026,AP0212026_120422APB_FTO_12189,Bank,12-04-2022,1,256086,298,253432,3,2654,253432,0
273,212,212018,AP0212018_120422APB_FTO_12191,Bank,12-04-2022,1,123635,178,122205,2,1430,122205,0
274,212,212002,AP0212002_120422FTO_12230,Bank,13-04-2022,1,21868,28,21868,0,0,21868,0
275,212,212002,AP0212002_120422APB_FTO_12237,Bank,13-04-2022,1,117760,151,116128,2,1632,116128,0
276,212,212007,AP0212007_120422FTO_12246,Bank,12-04-2022,1,43688,42,42173,2,1515,42173,0
277,212,212007,AP0212007_120422FTO_12253,Bank,12-04-2022,1,32654,41,31780,1,874,31780,0
278,212,212007,AP0212007_120422FTO_12257,Bank,12-04-2022,1,4906,5,4906,0,0,4906,0
279,212,212007,AP0212007_120422APB_FTO_12259,Bank,12-04-2022,1,37675,35,37675,0,0,37675,0
280,212,212007,AP0212007_120422APB_FTO_12298,Bank,12-04-2022,1,654977,677,649683,7,5294,649683,0
281,212,212007,AP0212007_120422APB_FTO_12308,Bank,12-04-2022,1,93951,102,93064,1,887,93064,0
282,212,212022,AP0212022_120422FTO_12311,Bank,12-04-2022,1,8176,7,8176,0,0,8176,0
283,212,212022,AP0212022_120422APB_FTO_12316,Bank,12-04-2022,1,10992,9,10992,0,0,10992,0
284,212,212022,AP0212022_120422FTO_12318,Bank,12-04-2022,1,8210,10,8210,0,0,8210,0
285,212,212022,AP0212022_120422APB_FTO_12322,Bank,12-04-2022,1,66950,79,66950,0,0,66950,0
286,212,212014,AP0212014_120422APB_FTO_12328,Bank,12-04-2022,1,155111,141,155111,0,0,155111,0
287,212,212006,AP0212006_120422FTO_12436,Bank,12-04-2022,1,40368,66,40368,0,0,40368,0
288,212,212006,AP0212006_120422APB_FTO_12458,Bank,12-04-2022,1,244706,434,241132,6,3574,241132,0
289,212,212017,AP0212017_120422FTO_12506,Bank,12-04-2022,1,10699,15,10699,0,0,10699,0
290,212,212017,AP0212017_120422APB_FTO_12509,Bank,12-04-2022,1,2959,3,2959,0,0,2959,0
291,212,212008,AP0212008_120422FTO_12559,Bank,12-04-2022,1,15897,19,15577,1,320,15577,0
292,212,212013,AP0212013_120422FTO_12612,Bank,12-04-2022,1,35250,35,35250,0,0,35250,0
293,212,212008,AP0212008_120422APB_FTO_12627,Bank,12-04-2022,1,339044,410,334616,5,4428,334616,0
294,212,212013,AP0212013_120422APB_FTO_12651,Bank,12-04-2022,1,282374,288,279833,2,2541,279833,0
295,212,212027,AP0212027_130422FTO_12845,Bank,13-04-2022,1,55979,47,47914,7,8065,47914,0
296,212,212027,AP0212027_130422APB_FTO_12904,Bank,13-04-2022,1,45229,38,45229,0,0,45229,0
297,212,212027,AP0212027_130422APB_FTO_12917,Bank,13-04-2022,1,85098,76,84197,1,901,84197,0
298,212,212027,AP0212027_130422APB_FTO_12932,Bank,13-04-2022,1,59953,73,58474,2,1479,58474,0
299,212,212027,AP0212027_130422APB_FTO_12943,Bank,13-04-2022,1,67606,71,67606,0,0,67606,0
300,212,212019,AP0212019_130422FTO_12974,Bank,13-04-2022,1,20040,23,19103,1,937,19103,0
301,212,212019,AP0212019_130422APB_FTO_12984,Bank,13-04-2022,1,231360,270,230040,1,1320,230040,0
302,212,212011,AP0212011_130422FTO_13050,Bank,13-04-2022,1,23841,37,23063,2,778,23063,0
303,212,212011,AP0212011_130422APB_FTO_13082,Bank,13-04-2022,1,110636,252,110111,2,525,110111,0
304,212,212010,AP0212010_130422FTO_13165,Bank,13-04-2022,1,17576,13,17576,0,0,17576,0
305,212,212028,AP0212028_130422FTO_13170,Bank,13-04-2022,1,18661,16,18661,0,0,18661,0
306,212,212006,AP0212006_130422FTO_13177,Bank,13-04-2022,1,1392,1,1392,0,0,1392,0
307,212,212010,AP0212010_130422APB_FTO_13181,Bank,13-04-2022,1,146685,113,146685,0,0,146685,0
308,212,212028,AP0212028_130422APB_FTO_13183,Bank,13-04-2022,1,194935,172,194727,1,208,194727,0
309,212,212009,AP0212009_130422FTO_13416,Bank,13-04-2022,1,13037,14,13037,0,0,13037,0
310,212,212009,AP0212009_130422APB_FTO_13420,Bank,13-04-2022,1,194320,311,193809,1,511,193809,0
311,212,212003,AP0212003_130422FTO_13482,Bank,13-04-2022,1,62673,67,62673,0,0,62673,0
312,212,212015,AP0212015_130422APB_FTO_13498,Bank,13-04-2022,1,1161,1,1161,0,0,1161,0
313,212,212003,AP0212003_130422APB_FTO_13499,Bank,13-04-2022,1,354617,388,344792,11,9825,344792,0
314,212,212014,AP0212014_130422FTO_13611,Bank,13-04-2022,1,34317,26,34317,0,0,34317,0
315,212,212010,AP0212010_130422APB_FTO_13886,Bank,13-04-2022,1,36700,105,36465,1,235,36465,0
316,212,212017,AP0212017_130422FTO_13981,Bank,13-04-2022,1,45689,51,43573,2,2116,43573,0
317,212,212003,AP0212003_130422FTO_14010,Bank,13-04-2022,1,793,1,793,0,0,793,0
318,212,212003,AP0212003_130422APB_FTO_14013,Bank,13-04-2022,1,14010,18,14010,0,0,14010,0
319,212,212003,AP0212003_130422FTO_14017,Bank,13-04-2022,1,2046,3,2046,0,0,2046,0
320,212,212003,AP0212003_130422APB_FTO_14021,Bank,13-04-2022,1,30690,45,30690,0,0,30690,0
321,212,212017,AP0212017_130422APB_FTO_14068,Bank,13-04-2022,1,485912,580,485433,1,479,485433,0
322,212,212018,AP0212018_130422FTO_14100,Bank,13-04-2022,1,9990,18,9990,0,0,9990,0
323,212,212018,AP0212018_130422APB_FTO_14114,Bank,13-04-2022,1,33831,66,33831,0,0,33831,0
324,212,212034,AP0212034_130422FTO_14260,Bank,13-04-2022,1,20924,21,19846,1,1078,19846,0
325,212,212012,AP0212012_130422FTO_14276,Bank,13-04-2022,1,9804,15,9324,1,480,9324,0
326,212,212029,AP0212029_130422FTO_14282,Bank,13-04-2022,1,108494,118,108268,1,226,108268,0
327,212,212034,AP0212034_130422APB_FTO_14285,Bank,13-04-2022,1,91120,78,88842,2,2278,88842,0
328,212,212034,AP0212034_130422APB_FTO_14297,Bank,13-04-2022,1,102174,99,101374,1,800,101374,0
329,212,212005,AP0212005_130422FTO_14299,Bank,13-04-2022,1,30584,35,30254,1,330,30254,0
330,212,212034,AP0212034_130422APB_FTO_14307,Bank,13-04-2022,1,61896,99,61394,1,502,61394,0
331,212,212034,AP0212034_130422APB_FTO_14316,Bank,13-04-2022,1,17570,35,17570,0,0,17570,0
332,212,212012,AP0212012_130422APB_FTO_14324,Bank,13-04-2022,1,157349,226,157349,0,0,157349,0
333,212,212005,AP0212005_130422APB_FTO_14325,Bank,13-04-2022,1,215025,240,211389,5,3636,211389,0
334,212,212029,AP0212029_130422APB_FTO_14335,Bank,13-04-2022,1,769941,789,761527,8,8414,761527,0
335,212,212005,AP0212005_130422FTO_14379,Bank,13-04-2022,1,966,1,966,0,0,966,0
336,212,212029,AP0212029_130422APB_FTO_14388,Bank,13-04-2022,1,314699,498,306537,14,8162,306537,0
337,212,212025,AP0212025_130422FTO_14570,Bank,13-04-2022,1,69217,66,67747,1,1470,67747,0
338,212,212004,AP0212004_130422FTO_14571,Bank,13-04-2022,1,81565,62,79038,3,2527,79038,0
339,212,212027,AP0212027_130422FTO_14580,Bank,18-04-2022,1,37257,33,34921,3,2336,34921,0
340,212,212016,AP0212016_130422FTO_14588,Bank,13-04-2022,1,58528,68,56124,4,2404,56124,0
341,212,212025,AP0212025_130422FTO_14590,Bank,13-04-2022,1,60080,65,60080,0,0,60080,0
342,212,212020,AP0212020_130422FTO_14593,Bank,13-04-2022,1,63255,57,60561,2,2694,60561,0
343,212,212027,AP0212027_130422FTO_14610,Bank,18-04-2022,1,127147,143,121851,5,5296,121851,0
344,212,212004,AP0212004_130422APB_FTO_14611,Bank,13-04-2022,1,312549,294,308165,4,4384,308165,0
345,212,212027,AP0212027_130422FTO_14613,Bank,18-04-2022,1,53855,46,42162,11,11693,42162,0
346,212,212004,AP0212004_130422FTO_14614,Bank To Cooperative,22-04-2022,1,1968,0,0,0,0,0,0
347,212,212016,AP0212016_130422APB_FTO_14621,Bank,13-04-2022,1,446476,546,440855,7,5621,440855,0
348,212,212020,AP0212020_130422APB_FTO_14622,Bank,13-04-2022,1,332130,329,323999,8,8131,323999,0
349,212,212027,AP0212027_130422APB_FTO_14647,Bank,18-04-2022,1,150220,159,149569,1,651,149569,0
350,212,212027,AP0212027_130422APB_FTO_14676,Bank,18-04-2022,1,174573,171,174573,0,0,174573,0
351,212,212027,AP0212027_130422APB_FTO_14705,Bank,18-04-2022,1,219596,217,217586,2,2010,217586,0
352,212,212027,AP0212027_130422APB_FTO_14729,Bank,18-04-2022,1,104250,140,102900,2,1350,102900,0
353,212,212007,AP0212007_130422FTO_14776,Bank,13-04-2022,1,4327,7,4327,0,0,4327,0
354,212,212007,AP0212007_130422APB_FTO_14789,Bank,14-04-2022,1,95120,130,93875,1,1245,93875,0
355,212,212026,AP0212026_130422FTO_14881,Bank,13-04-2022,1,2400,3,2400,0,0,2400,0
356,212,212026,AP0212026_130422FTO_14884,Bank,13-04-2022,1,1428,1,1428,0,0,1428,0
357,212,212026,AP0212026_130422APB_FTO_14888,Bank,13-04-2022,1,51185,40,51185,0,0,51185,0
358,212,212026,AP0212026_130422FTO_14892,Bank,13-04-2022,1,3000,4,3000,0,0,3000,0
359,212,212009,AP0212009_130422FTO_14893,Bank,13-04-2022,1,1303,3,1303,0,0,1303,0
360,212,212026,AP0212026_130422APB_FTO_14896,Bank,13-04-2022,1,31576,28,31576,0,0,31576,0
361,212,212009,AP0212009_130422APB_FTO_14897,Bank,13-04-2022,1,39092,67,39092,0,0,39092,0
362,212,212005,AP0212005_130422FTO_14901,Bank,13-04-2022,1,4680,8,4206,1,474,4206,0
363,212,212005,AP0212005_130422APB_FTO_14911,Bank,13-04-2022,1,42333,79,40799,3,1534,40799,0
364,212,212002,AP0212002_130422FTO_14946,Bank,13-04-2022,1,91780,98,90126,2,1654,90126,0
365,212,212002,AP0212002_130422APB_FTO_14963,Bank,13-04-2022,1,459663,549,446141,16,13522,446141,0
366,212,212006,AP0212006_130422FTO_14977,Bank,13-04-2022,1,40540,52,37527,3,3013,37527,0
367,212,212032,AP0212032_130422FTO_14983,Bank,13-04-2022,1,93182,84,93182,0,0,93182,0
368,212,212008,AP0212008_130422FTO_14986,Bank,13-04-2022,1,10093,12,10093,0,0,10093,0
369,212,212008,AP0212008_130422APB_FTO_14996,Bank,13-04-2022,1,145892,199,143456,3,2436,143456,0
370,212,212022,AP0212022_130422FTO_14998,Bank,13-04-2022,1,80472,71,79260,1,1212,79260,0
371,212,212032,AP0212032_130422APB_FTO_15004,Bank,13-04-2022,1,586886,569,573887,11,12999,573887,0
372,212,212018,AP0212018_130422FTO_15006,Bank,13-04-2022,1,134745,153,133201,2,1544,133201,0
373,212,212022,AP0212022_130422APB_FTO_15008,Bank,13-04-2022,1,475683,409,470436,6,5247,470436,0
374,212,212018,AP0212018_130422APB_FTO_15018,Bank,13-04-2022,1,720742,786,710191,13,10551,710191,0
375,212,212006,AP0212006_130422APB_FTO_15028,Bank,13-04-2022,1,339740,492,335135,5,4605,335135,0
376,212,212022,AP0212022_130422FTO_15031,Bank,13-04-2022,1,33573,30,32275,1,1298,32275,0
377,212,212018,AP0212018_130422APB_FTO_15036,Bank,13-04-2022,1,1960,2,1960,0,0,1960,0
378,212,212018,AP0212018_130422FTO_15041,Bank,13-04-2022,1,740,3,740,0,0,740,0
379,212,212022,AP0212022_130422APB_FTO_15042,Bank,13-04-2022,1,212382,187,211084,1,1298,211084,0
380,212,212018,AP0212018_130422APB_FTO_15044,Bank,13-04-2022,1,437548,579,435423,3,2125,435423,0
381,212,212018,AP0212018_130422FTO_15046,Bank,13-04-2022,1,2048,4,2048,0,0,2048,0
382,212,212018,AP0212018_130422APB_FTO_15047,Bank,13-04-2022,1,29842,52,29842,0,0,29842,0
383,212,212016,AP0212016_130422FTO_15058,Bank,13-04-2022,1,9627,16,9627,0,0,9627,0
384,212,212016,AP0212016_130422APB_FTO_15070,Bank,13-04-2022,1,99596,129,99596,0,0,99596,0
385,212,212022,AP0212022_130422FTO_15072,Bank,13-04-2022,1,11256,11,11256,0,0,11256,0
386,212,212022,AP0212022_130422APB_FTO_15073,Bank,13-04-2022,1,87512,83,83381,4,4131,83381,0
387,212,212013,AP0212013_130422FTO_15101,Bank,13-04-2022,1,44444,57,44444,0,0,44444,0
388,212,212013,AP0212013_130422APB_FTO_15107,Bank,13-04-2022,1,624718,788,619598,11,5120,619598,0
389,212,212024,AP0212024_140422FTO_15120,Bank,15-04-2022,1,14385,15,14385,0,0,14385,0
390,212,212024,AP0212024_140422APB_FTO_15121,Bank,15-04-2022,1,131574,141,128215,4,3359,128215,0
391,212,212021,AP0212021_140422FTO_15133,Bank,14-04-2022,1,11371,13,11371,0,0,11371,0
392,212,212021,AP0212021_140422APB_FTO_15134,Bank,14-04-2022,1,122399,130,121030,1,1369,121030,0
393,212,212016,AP0212016_140422FTO_15184,Bank,14-04-2022,1,10759,18,10759,0,0,10759,0
394,212,212016,AP0212016_140422APB_FTO_15195,Bank,14-04-2022,1,87344,126,87344,0,0,87344,0
395,212,212010,AP0212010_140422FTO_15404,Bank,14-04-2022,1,37646,35,37646,0,0,37646,0
396,212,212010,AP0212010_140422APB_FTO_15421,Bank,14-04-2022,1,280553,287,280553,0,0,280553,0
397,212,212001,AP0212001_140422FTO_15891,Bank,14-04-2022,1,35236,41,35236,0,0,35236,0
398,212,212023,AP0212023_140422FTO_15915,Bank,14-04-2022,1,69294,75,67814,2,1480,67814,0
399,212,212001,AP0212001_140422APB_FTO_15930,Bank,14-04-2022,1,520786,708,517355,5,3431,517355,0
400,212,212023,AP0212023_140422APB_FTO_15944,Bank,14-04-2022,1,409701,469,406017,5,3684,406017,0
401,212,212001,AP0212001_140422APB_FTO_15949,Bank,14-04-2022,1,23318,40,23318,0,0,23318,0
402,212,212001,AP0212001_140422FTO_15987,Bank,14-04-2022,1,1328,2,1328,0,0,1328,0
403,212,212026,AP0212026_140422FTO_15991,Bank,14-04-2022,1,12186,9,12186,0,0,12186,0
404,212,212011,AP0212011_140422FTO_16028,Bank,14-04-2022,1,46890,58,46890,0,0,46890,0
405,212,212032,AP0212032_140422FTO_16031,Bank,14-04-2022,1,28932,29,28932,0,0,28932,0
406,212,212032,AP0212032_140422APB_FTO_16056,Bank,14-04-2022,1,327539,294,320849,6,6690,320849,0
407,212,212011,AP0212011_140422APB_FTO_16101,Bank,14-04-2022,1,428032,515,426007,2,2025,426007,0
408,212,212010,AP0212010_140422FTO_16226,Bank,14-04-2022,1,20639,21,20639,0,0,20639,0
409,212,212006,AP0212006_140422FTO_16247,Bank,14-04-2022,1,38105,48,36562,2,1543,36562,0
410,212,212010,AP0212010_140422APB_FTO_16258,Bank,14-04-2022,1,291556,297,285992,6,5564,285992,0
411,212,212006,AP0212006_140422APB_FTO_16292,Bank,14-04-2022,1,282350,399,279935,4,2415,279935,0
412,212,212011,AP0212011_140422FTO_16413,Bank,14-04-2022,1,3428,3,3428,0,0,3428,0
413,212,212010,AP0212010_140422FTO_16414,Bank,14-04-2022,1,4365,5,4365,0,0,4365,0
414,212,212015,AP0212015_140422FTO_16416,Bank,14-04-2022,1,77734,88,75314,3,2420,75314,0
415,212,212011,AP0212011_140422FTO_16417,Bank,14-04-2022,1,8027,6,8027,0,0,8027,0
416,212,212010,AP0212010_140422APB_FTO_16421,Bank,14-04-2022,1,12898,22,12898,0,0,12898,0
417,212,212011,AP0212011_140422APB_FTO_16431,Bank,16-04-2022,1,153148,124,153148,0,0,153148,0
418,212,212015,AP0212015_140422FTO_16433,Bank,14-04-2022,1,51567,55,50668,2,899,50668,0
419,212,212026,AP0212026_140422FTO_16464,Bank,14-04-2022,1,1350,1,1350,0,0,1350,0
420,212,212015,AP0212015_140422APB_FTO_16491,Bank,14-04-2022,1,93648,108,89235,5,4413,89235,0
421,212,212001,AP0212001_140422FTO_16496,Bank,15-04-2022,1,36147,45,36147,0,0,36147,0
422,212,212026,AP0212026_140422APB_FTO_16521,Bank,14-04-2022,1,56338,40,54984,1,1354,54984,0
423,212,212015,AP0212015_140422APB_FTO_16530,Bank,14-04-2022,1,189144,209,183012,7,6132,183012,0
424,212,212001,AP0212001_140422APB_FTO_16543,Bank,15-04-2022,1,205984,293,204498,3,1486,204498,0
425,212,212015,AP0212015_140422APB_FTO_16550,Bank,14-04-2022,1,299009,298,298147,1,862,298147,0
426,212,212021,AP0212021_140422FTO_16574,Bank,14-04-2022,1,11417,16,11417,0,0,11417,0
427,212,212015,AP0212015_140422APB_FTO_16577,Bank,14-04-2022,1,182770,250,182770,0,0,182770,0
428,212,212007,AP0212007_140422FTO_16601,Bank,14-04-2022,1,9011,10,9011,0,0,9011,0
429,212,212021,AP0212021_140422APB_FTO_16604,Bank,14-04-2022,1,97593,122,95561,2,2032,95561,0
430,212,212005,AP0212005_140422FTO_16606,Bank,14-04-2022,1,97966,105,96192,3,1774,96192,0
431,212,212007,AP0212007_140422APB_FTO_16616,Bank,14-04-2022,1,138777,161,137051,2,1726,137051,0
432,212,212022,AP0212022_140422FTO_16639,Bank,14-04-2022,1,2637,3,2637,0,0,2637,0
433,212,212022,AP0212022_140422APB_FTO_16658,Bank,14-04-2022,1,21095,22,19337,2,1758,19337,0
434,212,212005,AP0212005_140422APB_FTO_16660,Bank,14-04-2022,1,407453,465,402038,5,5415,402038,0
435,212,212002,AP0212002_140422FTO_16787,Bank,14-04-2022,1,34622,36,32826,3,1796,32826,0
436,212,212002,AP0212002_140422APB_FTO_16802,Bank,14-04-2022,1,254179,278,249436,5,4743,249436,0
437,212,212002,AP0212002_140422FTO_16854,Bank,14-04-2022,1,7679,7,7679,0,0,7679,0
438,212,212018,AP0212018_140422FTO_16978,Bank,14-04-2022,1,13648,11,12384,1,1264,12384,0
439,212,212018,AP0212018_140422APB_FTO_16983,Bank,14-04-2022,1,101441,96,100809,1,632,100809,0
440,212,212034,AP0212034_140422FTO_17147,Bank,15-04-2022,1,17088,19,17088,0,0,17088,0
441,212,212034,AP0212034_140422APB_FTO_17150,Bank,15-04-2022,1,54420,72,51856,2,2564,51856,0
442,212,212034,AP0212034_140422APB_FTO_17151,Bank,15-04-2022,1,58576,73,58576,0,0,58576,0
443,212,212034,AP0212034_140422APB_FTO_17155,Bank,15-04-2022,1,53598,66,53598,0,0,53598,0
444,212,212034,AP0212034_140422APB_FTO_17157,Bank,15-04-2022,1,44385,45,44385,0,0,44385,0
445,212,212021,AP0212021_140422FTO_17224,Bank,14-04-2022,1,2353,2,2353,0,0,2353,0
446,212,212021,AP0212021_140422APB_FTO_17229,Bank,14-04-2022,1,119608,96,119608,0,0,119608,0
447,212,212008,AP0212008_140422FTO_17241,Bank,14-04-2022,1,19987,26,19987,0,0,19987,0
448,212,212021,AP0212021_140422APB_FTO_17249,Bank,14-04-2022,1,43683,35,43683,0,0,43683,0
449,212,212013,AP0212013_140422FTO_17254,Bank,14-04-2022,1,21930,31,21100,1,830,21100,0
450,212,212034,AP0212034_140422FTO_17258,Bank,15-04-2022,1,1500,2,1500,0,0,1500,0
451,212,212034,AP0212034_140422APB_FTO_17260,Bank,15-04-2022,1,15602,16,15602,0,0,15602,0
452,212,212013,AP0212013_140422APB_FTO_17262,Bank,14-04-2022,1,256347,388,253471,3,2876,253471,0
453,212,212021,AP0212021_140422FTO_17263,Bank,14-04-2022,1,4274,3,4274,0,0,4274,0
454,212,212021,AP0212021_140422FTO_17268,Bank,14-04-2022,1,2864,2,2864,0,0,2864,0
455,212,212021,AP0212021_140422APB_FTO_17270,Bank,14-04-2022,1,48301,35,48301,0,0,48301,0
456,212,212008,AP0212008_150422APB_FTO_17319,Bank,15-04-2022,1,343476,481,340186,3,3290,340186,0
457,212,212021,AP0212021_150422FTO_17323,Bank,15-04-2022,1,16829,13,15503,1,1326,15503,0
458,212,212021,AP0212021_150422APB_FTO_17326,Bank,15-04-2022,1,107322,87,107322,0,0,107322,0
459,212,212017,AP0212017_150422FTO_17349,Bank,15-04-2022,1,77068,93,73462,3,3606,73462,0
460,212,212021,AP0212021_150422FTO_17352,Bank,15-04-2022,1,12393,9,12393,0,0,12393,0
461,212,212021,AP0212021_150422APB_FTO_17358,Bank,15-04-2022,1,181764,130,179010,2,2754,179010,0
462,212,212017,AP0212017_150422FTO_17371,Bank To Cooperative,15-04-2022,1,1020,0,0,0,0,0,0
463,212,212006,AP0212006_150422FTO_17383,Bank,15-04-2022,1,995,1,995,0,0,995,0
464,212,212006,AP0212006_150422FTO_17386,Bank,15-04-2022,1,2110,2,2110,0,0,2110,0
465,212,212017,AP0212017_150422APB_FTO_17387,Bank,15-04-2022,1,80681,84,79838,1,843,79838,0
466,212,212017,AP0212017_150422FTO_17388,Bank,15-04-2022,1,2180,5,2180,0,0,2180,0
467,212,212017,AP0212017_150422APB_FTO_17390,Bank,15-04-2022,1,41964,97,41419,1,545,41419,0
468,212,212017,AP0212017_150422APB_FTO_17393,Bank,15-04-2022,1,101616,123,101616,0,0,101616,0
469,212,212017,AP0212017_150422APB_FTO_17400,Bank,15-04-2022,1,105874,143,103240,4,2634,103240,0
470,212,212006,AP0212006_150422FTO_17410,Bank,15-04-2022,1,9856,41,9721,1,135,9721,0
471,212,212006,AP0212006_150422APB_FTO_17421,Bank,15-04-2022,1,56826,195,54978,6,1848,54978,0
472,212,212024,AP0212024_150422APB_FTO_17447,Bank,15-04-2022,1,798970,684,788757,11,10213,788757,0
473,212,212001,AP0212001_150422FTO_17457,Bank,15-04-2022,1,11114,15,11114,0,0,11114,0
474,212,212024,AP0212024_150422FTO_17472,Bank,15-04-2022,1,80378,60,73177,6,7201,73177,0
475,212,212001,AP0212001_150422APB_FTO_17475,Bank,15-04-2022,1,124175,166,124175,0,0,124175,0
476,212,212017,AP0212017_150422APB_FTO_17716,Bank,15-04-2022,1,596123,778,581483,18,14640,581483,0
477,212,212023,AP0212023_150422FTO_17744,Bank,15-04-2022,1,37264,51,36983,1,281,36983,0
478,212,212023,AP0212023_150422APB_FTO_17810,Bank,15-04-2022,1,363388,494,356020,10,7368,356020,0
479,212,212023,AP0212023_150422APB_FTO_17821,Bank,15-04-2022,1,119816,173,118649,2,1167,118649,0
480,212,212023,AP0212023_150422FTO_17826,Bank,15-04-2022,1,5618,10,5618,0,0,5618,0
481,212,212017,AP0212017_150422APB_FTO_17829,Bank,15-04-2022,1,9444,14,9444,0,0,9444,0
482,212,212017,AP0212017_150422FTO_17831,Bank,15-04-2022,1,18232,23,15825,4,2407,15825,0
483,212,212017,AP0212017_150422APB_FTO_17839,Bank,15-04-2022,1,222968,261,222630,1,338,222630,0
484,212,212017,AP0212017_150422FTO_17933,Bank To Cooperative,12-05-2022,1,1822,0,0,0,0,0,0
485,212,212005,AP0212005_150422APB_FTO_17937,Bank,15-04-2022,1,442471,599,431811,11,10660,431811,0
486,212,212018,AP0212018_150422APB_FTO_17945,Bank,15-04-2022,1,15735,19,15735,0,0,15735,0
487,212,212005,AP0212005_150422FTO_17946,Bank,15-04-2022,1,49229,60,49229,0,0,49229,0
488,212,212021,AP0212021_150422FTO_17961,Bank,15-04-2022,1,6324,6,6324,0,0,6324,0
489,212,212021,AP0212021_150422APB_FTO_17963,Bank,15-04-2022,1,36890,34,35836,1,1054,35836,0
490,212,212018,AP0212018_150422FTO_18061,Bank,15-04-2022,1,1300,2,1300,0,0,1300,0
491,212,212018,AP0212018_150422APB_FTO_18063,Bank,15-04-2022,1,20338,29,20338,0,0,20338,0
492,212,212018,AP0212018_150422FTO_18118,Bank,15-04-2022,1,2808,4,2808,0,0,2808,0
493,212,212018,AP0212018_150422APB_FTO_18121,Bank,15-04-2022,1,113333,139,112709,1,624,112709,0
494,212,212018,AP0212018_150422FTO_18130,Bank,15-04-2022,1,720,1,720,0,0,720,0
495,212,212018,AP0212018_150422APB_FTO_18132,Bank,15-04-2022,1,21780,34,21780,0,0,21780,0
496,212,212007,AP0212007_150422FTO_18166,Bank,15-04-2022,1,62442,74,57431,6,5011,57431,0
497,212,212007,AP0212007_150422APB_FTO_18182,Bank,15-04-2022,1,669881,784,660656,12,9225,660656,0
498,212,212006,AP0212006_150422FTO_18255,Bank,15-04-2022,1,4113,7,4113,0,0,4113,0
